WEE939001B0A_14-APG_ITIS_H20_1_374_4,foreign_material,rectangle,106,90,242,134
WEL925224H1A_01-APG_ITIS_H09_2_15_2,foreign_material,rectangle,23,81,240,166
WEL925380E5A_06-APG_ITIS_H09_1_279_1,foreign_material,rectangle,40,93,94,121
WEL92546695A_03-APG_ITIS_H09_2_285_2,foreign_material,rectangle,45,86,117,127
WEL92619955A_15-APG_ITIS_H166_1_191_4,foreign_material,rectangle,33,66,239,198
WEL92706213A_01-APG_ITIS_H09_2_117_2,foreign_material,rectangle,139,148,196,185
WEL927101R5A_22-APG_ITIS_H09_1_124_4,foreign_material,rectangle,11,91,66,137
WEL927101R5A_55-APG_ITIS_H13_1_121_3,foreign_material,rectangle,95,96,163,124
WEL92808085A_01-APG_ITIS_H13_2_50_1,foreign_material,rectangle,81,98,134,117
WEL92828049A_10-APG_ITIS_H09_1_59_3,foreign_material,rectangle,68,103,185,126
WEL92828049A_10-APG_ITIS_H09_2_32_3,foreign_material,rectangle,78,146,178,187
WEL92828049A_10-APG_ITIS_H09_2_88_1,foreign_material,rectangle,34,98,205,174
WEL92837745A_02-APG_ITIS_H52_1_274_1,foreign_material,rectangle,105,145,161,169
WEL92905817A_19-APG_ITIS_H09_2_36_2,foreign_material,rectangle,40,89,237,140
WEL92905817A_25-APG_ITIS_H13_1_149_2,foreign_material,rectangle,95,129,129,157
WEL92906426A_02-APG_ITIS_H09_1_340_1,foreign_material,rectangle,86,93,178,171
WEL92914045A_09-APG_ITIS_H09_2_137_2,foreign_material,rectangle,38,75,219,171
WEL929276A5A_24-APG_ITIS_H09_2_179_1,foreign_material,rectangle,40,144,154,176
WEL929400A5A_03-APG_ITIS_H09_1_376_1,foreign_material,rectangle,101,162,134,188
WEL929400A5A_05-APG_ITIS_H13_1_351_2,foreign_material,rectangle,82,164,119,188
WEL93004135A_05-APG_ITIS_H166_2_170_4,foreign_material,rectangle,27,62,81,104
WEL930041D5A_09-APG_ITIS_H09_1_353_2,foreign_material,rectangle,41,142,79,172
WEL930041D5A_09-APG_ITIS_H09_2_356_3,foreign_material,rectangle,68,134,112,170
WEL930041D5A_09-APG_ITIS_H09_2_358_4,foreign_material,rectangle,45,148,84,187
WEL930045H6A_25-APG_ITIS_H13_1_288_4,foreign_material,rectangle,49,78,86,103
WEL93011716A_03-APG_ITIS_H13_1_241_4,foreign_material,rectangle,20,70,231,171
WEL93014126A_27-APG_ITIS_H13_2_211_3,foreign_material,rectangle,161,76,192,101
WEL93024795A_15-APG_ITIS_H166_1_15_3,foreign_material,rectangle,206,89,236,116
WEL93024795A_16-APG_ITIS_H166_1_116_3,foreign_material,rectangle,92,73,180,112
WEL93024795A_22-APG_ITIS_H09_1_54_3,foreign_material,rectangle,26,89,234,196
WEL93024795A_22-APG_ITIS_H09_1_55_3,foreign_material,rectangle,18,105,233,198
WEL93024795A_22-APG_ITIS_H09_1_59_4,foreign_material,rectangle,73,90,237,178
WEL93024795A_22-APG_ITIS_H09_1_76_1,foreign_material,rectangle,21,81,233,178
WEL93024795A_22-APG_ITIS_H09_2_60_1,foreign_material,rectangle,110,114,164,154
