SOT23DUMMY01_04-APG_ITIS_H52_1_111_4,chipping,rectangle,40,100,99,198
SOT23DUMMY01_09-APG_ITIS_H52_1_12_3,chipping,rectangle,28,90,242,204
WEA938001D1A_11-APG_ITIS_H50_2_139_1,chipping,rectangle,20,132,80,188
WEA938001D1A_17-APG_ITIS_H49_1_40_2,chipping,rectangle,10,131,52,179
WEL91128011A_01-APG_ITIS_H09_2_51_2,chipping,rectangle,17,93,235,126
WEL91416811A_04-APG_ITIS_H13_2_115_3,chipping,rectangle,19,70,49,105
WEL91605613A_05-APG_ITIS_H09_2_217_2,chipping,rectangle,17,75,65,163
WEL91739311A_01-APG_ITIS_H09_1_181_3,chipping,rectangle,193,102,233,173
WEL92010995A_23-APG_ITIS_H09_2_196_2,chipping,rectangle,26,156,111,196
WEL920109M5A_04-APG_ITIS_H166_1_356_2,chipping,rectangle,28,76,46,175
WEL920109M5A_21-APG_ITIS_H166_2_366_2,chipping,rectangle,173,160,221,187
WEL92441295A_25-APG_ITIS_H49_1_45_1,chipping,rectangle,146,84,235,187
WEL92500755A_29_2_322_4,chipping,rectangle,12,86,63,128
WEL92500755A_36-APG_ITIS_H09_2_358_1,chipping,rectangle,28,58,52,100
WEL92500755A_36_2_358_1,chipping,rectangle,26,64,60,94
WEL925175D6A_04_1_334_3,chipping,rectangle,156,125,231,181
WEL92522455A_05-APG_ITIS_H13_1_202_3,chipping,rectangle,67,71,229,107
WEL92529411A_01-APG_ITIS_H09_1_196_3,chipping,rectangle,214,102,231,201
WEL92529411A_01-APG_ITIS_H09_1_71_1,chipping,rectangle,145,102,236,198
WEL92532356A_03-APG_ITIS_H13_1_34_2,chipping,rectangle,210,104,237,156
WEL925380E5A_05-APG_ITIS_H13_1_35_4,chipping,rectangle,151,142,235,178
WEL925380E5A_34-APG_ITIS_H13_2_58_2 - Copy,chipping,rectangle,185,151,239,190
WEL925380E5A_34-APG_ITIS_H13_2_58_2,chipping,rectangle,190,151,243,188
WEL92540714A_08-APG_ITIS_H09_2_136_3,chipping,rectangle,17,151,43,195
WEL92604645A_09-APG_ITIS_H13_1_266_3,chipping,rectangle,192,95,232,187
WEL92615825A_04-APG_ITIS_H09_2_219_1,chipping,rectangle,19,99,227,129
WEL92633415A_05_1_213_3,chipping,rectangle,169,143,237,162
WEL92633415A_09_2_380_1,chipping,rectangle,150,156,239,177
WEL92636296A_03-APG_ITIS_H13_1_318_4,chipping,rectangle,33,103,83,124
WEL92700349A_08-APG_ITIS_H53_1_263_1,chipping,rectangle,42,102,57,174
WEL927058H7A_01-APG_ITIS_H09_1_189_2,chipping,rectangle,20,64,34,90
WEL928001D6A_13-APG_ITIS_H09_1_326_3,chipping,rectangle,67,93,77,101
WEL928001D6A_19-APG_ITIS_H09_1_7_2,chipping,rectangle,14,160,39,195
WEL92808085A_03-APG_ITIS_H13_2_229_1,chipping,rectangle,24,78,226,119
WEL928113B5A_02-APG_ITIS_H09_1_321_3,chipping,rectangle,185,157,242,196
WEL928113B5A_02-APG_ITIS_H09_2_80_2,chipping,rectangle,27,135,232,185
WEL92815614A_01-APG_ITIS_H09_1_289_1,chipping,rectangle,179,143,236,195
WEL92824415A_30_1_207_4,chipping,rectangle,15,160,229,195
WEL92824415A_36_2_191_4,chipping,rectangle,15,117,49,181
WEL928289R5A_30_1_38_4,chipping,rectangle,66,65,229,93
WEL92829218A_18-APG_ITIS_H09_2_333_1,chipping,rectangle,22,128,62,178
WEL92831423A_02-APG_ITIS_H166_1_80_3,chipping,rectangle,36,138,111,176
WEL92836045A_24_1_8_1,chipping,rectangle,202,126,205,133
WEL928363D5A_08-APG_ITIS_H52_1_188_2,chipping,rectangle,15,84,221,167
WEL928378D5A_09-APG_ITIS_H09_2_154_3,chipping,rectangle,52,98,247,126
WEL928388D5A_02-APG_ITIS_H09_2_303_2,chipping,rectangle,202,96,234,167
WEL92838995A_14_2_122_3,chipping,rectangle,165,150,231,172
WEL92839355A_44_2_178_4,chipping,rectangle,23,172,231,199
WEL928426P5A_09_2_137_4,chipping,rectangle,72,79,240,103
WEL928478F6A_09-APG_ITIS_H13_2_280_2,chipping,rectangle,30,88,242,203
WEL92902815A_01_1_230_1,chipping,rectangle,202,53,242,167
WEL92905095A_09_1_203_1,chipping,rectangle,28,70,238,108
WEL92905146A_20-APG_ITIS_H13_2_376_2,chipping,rectangle,66,73,158,99
WEL92905146A_20_2_376_2,chipping,rectangle,53,80,158,101
WEL929056M5A_03_2_10_1,chipping,rectangle,18,153,72,192
WEL929056M5A_08_1_153_3,chipping,rectangle,97,153,200,179
WEL92905817A_03-APG_ITIS_H09_1_134_2,chipping,rectangle,24,136,69,187
WEL92905817A_05-APG_ITIS_H166_1_205_2,chipping,rectangle,31,67,231,168
WEL92905817A_05-APG_ITIS_H166_2_114_2,chipping,rectangle,54,78,249,169
WEL92905817A_15-APG_ITIS_H09_2_239_1,chipping,rectangle,199,93,235,123
WEL92905817A_20-APG_ITIS_H13_1_358_4,chipping,rectangle,183,137,183,137
WEL92905817A_21-APG_ITIS_H13_1_200_2,chipping,rectangle,184,136,234,180
WEL92905817A_24-APG_ITIS_H166_1_69_3,chipping,rectangle,163,139,229,163
WEL92906426A_03-APG_ITIS_H09_2_300_2,chipping,rectangle,66,82,118,89
WEL92906426A_03-APG_ITIS_H09_2_333_1,chipping,rectangle,142,83,197,101
WEL92906914A_03-APG_ITIS_H09_1_317_2,chipping,rectangle,45,88,233,113
WEL92906914A_08-APG_ITIS_H09_2_126_1,chipping,rectangle,32,92,56,138
WEL92906914A_09-APG_ITIS_H166_1_298_1,chipping,rectangle,30,110,58,178
WEL92908895A_08-APG_ITIS_H166_1_9_2,chipping,rectangle,31,97,51,123
WEL92908895A_09-APG_ITIS_H166_2_12_2,chipping,rectangle,31,77,63,112
WEL929093J5A_01_1_63_4,chipping,rectangle,19,93,37,158
WEL92909815A_08-APG_ITIS_H09_2_293_2,chipping,rectangle,174,144,240,179
WEL929113D5A_01-APG_ITIS_H13_2_10_2,chipping,rectangle,31,68,234,100
WEL92913553A_02-APG_ITIS_H09_2_274_1,chipping,rectangle,31,91,236,183
WEL92914045A_13-APG_ITIS_H166_1_60_3,chipping,rectangle,31,125,58,181
WEL929172D7A_16-APG_ITIS_H13_2_315_2,chipping,rectangle,35,128,80,178
WEL92918655A_13-APG_ITIS_H13_2_82_2,chipping,rectangle,183,87,234,181
WEL929189Q7A_05-APG_ITIS_H09_2_238_1,chipping,rectangle,44,100,251,193
WEL929189Q7A_06-APG_ITIS_H09_1_64_1,chipping,rectangle,196,134,241,203
WEL929189Q7A_15-APG_ITIS_H13_1_19_2,chipping,rectangle,195,144,235,203
WEL92919055A_10-APG_ITIS_H13_2_354_1,chipping,rectangle,35,96,239,191
WEL92920026A_27-APG_ITIS_H09_2_171_1,chipping,rectangle,32,81,239,192
WEL92921322A_07-APG_ITIS_H09_2_190_2,chipping,rectangle,27,120,134,181
WEL92921322A_10-APG_ITIS_H13_2_182_2,chipping,rectangle,34,131,247,191
WEL92921322A_23-APG_ITIS_H09_1_331_3,chipping,rectangle,12,93,93,202
WEL92921322A_50-APG_ITIS_H13_1_305_2,chipping,rectangle,197,144,254,195
WEL92922235A_31-APG_ITIS_H54_1_157_1,chipping,rectangle,144,151,225,186
WEL92923255A_15-APG_ITIS_H09_1_345_1,chipping,rectangle,38,71,255,183
WEL92923255A_16-APG_ITIS_H09_2_89_3,chipping,rectangle,173,86,233,149
WEL92923255A_29-APG_ITIS_H09_1_229_4,chipping,rectangle,169,146,237,194
WEL92923255A_30-APG_ITIS_H09_1_158_3,chipping,rectangle,202,170,235,199
WEL92923255A_42-APG_ITIS_H13_1_225_3,chipping,rectangle,135,132,235,188
WEL92923615A_10_1_243_4,chipping,rectangle,9,133,46,178
WEL92923915A_06_1_246_3,chipping,rectangle,27,156,226,183
WEL929260A5A_05_1_318_4,chipping,rectangle,41,137,209,177
WEL929261H9A_19-APG_ITIS_H13_1_106_3,chipping,rectangle,37,139,228,171
WEL929276A5A_24-APG_ITIS_H09_2_195_2,chipping,rectangle,30,80,237,124
WEL92927797A_02-APG_ITIS_H111_2_91_2,chipping,rectangle,82,78,243,100
WEL9292891BA_02_1_132_1,chipping,rectangle,20,58,230,168
WEL92929595A_08-APG_ITIS_H09_1_101_2,chipping,rectangle,185,80,236,121
WEL92930215A_03-APG_ITIS_H13_1_7_3,chipping,rectangle,21,91,234,190
WEL929309B5A_12-APG_ITIS_H52_1_328_4,chipping,rectangle,145,76,196,103
WEL92931955A_02-APG_ITIS_H09_2_210_3,chipping,rectangle,31,93,236,209
WEL929320M5A_15_1_364_2,chipping,rectangle,45,74,80,122
WEL92932195A_08-APG_ITIS_H13_2_158_3,chipping,rectangle,30,91,239,178
WEL92939555A_03_1_338_3,chipping,rectangle,22,66,235,166
WEL92940295A_04-APG_ITIS_H54_1_191_4,chipping,rectangle,20,84,227,191
WEL929404C5A_05_2_180_2,chipping,rectangle,193,88,238,142
WEL929406M7A_12_2_256_2,chipping,rectangle,28,79,240,186
WEL929414B5A_10_2_269_2,chipping,rectangle,25,77,50,175
WEL92941675A_12_1_73_2,chipping,rectangle,27,93,216,168
WEL92941675A_13_2_66_1,chipping,rectangle,185,74,246,167
WEL92941716A_21_2_10_2,chipping,rectangle,171,84,242,120
WEL929435H5A_22_1_306_2,chipping,rectangle,102,131,231,178
WEL92944296A_05-APG_ITIS_H09_1_187_3,chipping,rectangle,22,84,233,181
WEL93001355A_01_1_340_3,chipping,rectangle,196,72,233,162
WEL930041D5A_03-APG_ITIS_H09_2_244_2,chipping,rectangle,19,132,229,195
WEL930041D5A_11-APG_ITIS_H09_1_8_2,chipping,rectangle,23,83,241,180
WEL93008555A_04-APG_ITIS_H52_1_32_4,chipping,rectangle,18,86,229,184
WEL93008695A_01_1_339_3,chipping,rectangle,22,137,223,186
WEL93009155A_02-APG_ITIS_H09_2_308_4,chipping,rectangle,27,99,236,195
WEL93009715A_05_2_235_3,chipping,rectangle,156,78,239,127
WEL93010917A_14-APG_ITIS_H09_1_93_2,chipping,rectangle,25,90,236,203
WEL930109H5A_19-APG_ITIS_H116_2_183_2,chipping,rectangle,27,94,237,133
WEL93011615A_03-APG_ITIS_H09_2_377_1,chipping,rectangle,85,85,247,176
WEL930118D5A_07-APG_ITIS_H09_1_302_1,chipping,rectangle,18,97,229,200
WEL930118D5A_08-APG_ITIS_H13_1_296_2,chipping,rectangle,134,95,237,126
WEL93012213A_01-APG_ITIS_H09_1_190_2,chipping,rectangle,148,150,247,210
WEL93012462A_03-APG_ITIS_H09_2_152_2,chipping,rectangle,27,83,127,188
WEL93012462A_07-APG_ITIS_H09_2_233_1,chipping,rectangle,40,99,256,198
WEL93012714A_06-APG_ITIS_H13_2_210_2,chipping,rectangle,136,86,242,126
WEL93012714A_06_2_210_2,chipping,rectangle,149,88,238,142
WEL93013255A_02-APG_ITIS_H09_1_314_1,chipping,rectangle,162,129,229,181
WEL930141D5A_01-APG_ITIS_H166_1_219_2,chipping,rectangle,29,76,68,176
WEL930141D5A_16-APG_ITIS_H166_2_269_3,chipping,rectangle,176,79,243,139
WEL930141D5A_25-APG_ITIS_H13_1_13_4,chipping,rectangle,19,89,230,187
WEL93014356A_13-APG_ITIS_H166_1_331_3,chipping,rectangle,25,97,228,180
WEL93014356A_24-APG_ITIS_H09_2_308_1,chipping,rectangle,158,97,232,195
WEL930192D5A_10-APG_ITIS_H09_2_95_4,chipping,rectangle,17,66,81,126
WEL93019915A_01-APG_ITIS_H09_2_137_3,chipping,rectangle,24,124,72,176
WEL93020396A_06-APG_ITIS_H09_1_35_2,chipping,rectangle,131,149,249,201
WEL93020396A_09-APG_ITIS_H09_2_219_2,chipping,rectangle,20,70,63,119
WEL930205D6A_15-APG_ITIS_H13_1_374_4,chipping,rectangle,31,90,113,184
WEL930205D6A_15_1_374_4,chipping,rectangle,36,86,107,180
WEL93022215A_02-APG_ITIS_H13_2_121_2,chipping,rectangle,21,83,235,180
